manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,performance_date,masked_item_impression,masked_order,masked_shop_page_view,masked_shop_click_from_search,masked_campaign_tab_click,masked_other_tab_click,kmeans.labels,agglomerative.average.labels,agglomerative.complete.labels,meanshift.labels
1.0,0.0,1.0,0.0,20.0,0.0,30.0,1116.0,37188.0,44397.0,4.0,7.5,3386271948.5,1288446.5714285714,26.285714285714285,900.6353383458646,11.0,1816.4285714285713,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,8.0,599.0,20391.0,8244.0,4.0,7.5,4444164.0,49.07142857142857,1.1428571428571428,57.23308270676692,11.0,40.796992481203006,0,3,0,0
0.0,0.0,0.0,1.0,2.0,0.0,7.0,863.0,2274.0,4604.0,4.0,7.5,9208473.714285715,306.85714285714283,0.0,82.45488721804512,11.0,61.06015037593985,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,4.0,1490.0,2388.0,7100.0,4.0,7.5,9753521.357142856,15.357142857142858,0.0,65.59398496240603,11.0,63.16917293233082,0,3,0,0
0.0,0.0,0.0,1.0,20.0,0.0,11.0,5846.0,4827.0,6372.0,4.0,7.5,87221631.28571428,241.78571428571428,0.0,182.3195488721805,11.0,82.15037593984962,0,3,0,0
0.0,0.0,0.0,0.0,20.0,0.0,30.0,522.0,1680.0,743.0,4.0,7.5,221467.2142857143,0.5714285714285714,2.4285714285714284,5.026315789473684,11.0,31.327067669172937,0,3,0,0
1.0,0.0,0.0,0.0,20.0,0.0,23.0,7045.0,25170.0,54693.0,4.0,7.5,1087856753.0,69804.5,5.285714285714286,2743.7593984962405,11.0,347.92857142857144,0,3,0,0
0.0,0.0,0.0,1.0,8.0,0.0,30.0,1116.0,63870.0,65366.0,4.0,7.5,3622044407.0,207289.92857142858,2.2142857142857144,66.296992481203,11.0,1462.0714285714287,0,3,0,0
0.0,0.0,1.0,1.0,20.0,0.0,27.0,1743.0,9849.0,22323.0,4.0,7.5,348566616.78571427,1026.5714285714287,5.642857142857143,48.18421052631579,11.0,54.2781954887218,0,3,0,0
0.0,0.0,0.0,0.0,8.0,0.0,29.0,324.0,12912.0,7308.0,5.0,7.5,566779896.9285715,615515.4285714285,116.78571428571429,8736.857142857143,11.0,3967.714285714286,0,3,0,0
0.0,0.0,1.0,1.0,0.0,0.0,7.0,4746.0,5970.0,11715.0,4.0,7.5,21189427.214285713,81.92857142857143,0.0,94.75939849624059,11.0,59.11654135338346,0,3,0,0
0.0,0.0,1.0,1.0,13.0,0.0,30.0,3734.0,28431.0,126635.0,4.0,7.5,7371663669.714286,6299532.428571428,0.0,25.285714285714285,11.0,1174.5,0,3,0,0
0.0,0.0,0.0,1.0,4.0,0.0,30.0,1369.0,10311.0,76559.0,4.0,7.5,914163341.2142857,67356.92857142857,0.0,1944.8383458646615,11.0,140.08646616541355,0,3,0,0
1.0,0.0,1.0,0.0,6.0,0.0,30.0,973.0,47544.0,111594.0,5.0,7.5,15614584782.428572,8539398.857142856,63.0,66242.14285714286,11.0,5466.857142857143,0,3,0,0
0.0,0.0,1.0,1.0,9.0,0.0,27.0,1765.0,17742.0,61323.0,4.0,7.5,2805701479.0,617225.0,0.0,823.9172932330829,11.0,736.0714285714286,0,3,0,0
0.0,0.0,1.0,1.0,20.0,0.0,18.0,3569.0,8010.0,24650.0,4.0,7.5,299162710.21428573,9796.142857142857,0.0,171.0563909774436,11.0,147.57142857142858,0,3,0,0
0.0,0.0,0.0,1.0,13.0,0.0,25.0,7122.0,3462.0,6164.0,4.0,7.5,18063178.5,1235.642857142857,0.0,38.142857142857146,11.0,94.14285714285714,0,3,0,0
0.0,0.0,1.0,0.0,6.0,0.0,27.0,599.0,1809.0,16083.0,5.0,7.5,8665844.285714285,27297.35714285714,38.285714285714285,56.379699248120296,11.0,146.78571428571428,0,3,0,0
1.0,0.0,0.0,0.0,1.0,0.0,30.0,1963.0,52548.0,225838.0,4.0,7.5,50114650557.78571,52240878.0,24.285714285714285,326.07142857142856,11.0,6421.5,0,3,0,0
1.0,1.0,0.0,0.0,7.0,0.0,28.0,3426.0,11445.0,11780.0,4.0,7.5,3014283450.5,21459.785714285714,8.428571428571429,432.35714285714283,11.0,2749.0714285714284,0,3,0,0
0.0,0.0,1.0,1.0,8.0,0.0,30.0,6858.0,11277.0,27757.0,4.0,7.5,270156092.35714287,4041.6428571428573,0.0,296.25187969924815,11.0,176.64285714285714,0,3,0,0
1.0,0.0,1.0,0.0,20.0,0.0,25.0,456.0,6582.0,9440.0,5.0,7.5,63748735.28571428,2523.3571428571427,830.3571428571429,43.21804511278196,11.0,611.1428571428571,0,3,0,0
1.0,0.0,1.0,0.0,0.0,0.0,30.0,709.0,19065.0,63767.0,4.0,7.5,18078320144.57143,969873.8571428572,34.785714285714285,4401.428571428572,11.0,2301.214285714286,0,3,0,0
0.0,0.0,0.0,0.0,15.0,0.0,30.0,1259.0,27321.0,16512.0,4.0,7.5,5895513272.285714,13090.42857142857,424.57142857142856,4442.96992481203,11.0,201.0,0,3,0,0
0.0,0.0,0.0,1.0,1.0,0.0,10.0,1886.0,3474.0,7789.0,4.0,7.5,1252976.357142857,71.42857142857143,0.0,8.266917293233082,11.0,33.06390977443609,0,3,0,0
1.0,0.0,0.0,0.0,6.0,0.0,30.0,643.0,11220.0,29070.0,4.0,7.5,656906678.0714285,927362.2142857143,296.07142857142856,118.07142857142857,11.0,1843.9285714285713,0,3,0,0
0.0,0.0,0.0,0.0,6.0,0.0,11.0,434.0,2835.0,4032.0,4.0,7.5,2598767.6428571427,5.285714285714286,0.0,8.669172932330827,11.0,41.37593984962406,0,3,0,0
0.0,0.0,0.0,0.0,3.0,0.0,27.0,500.0,3873.0,6853.0,5.0,7.5,106463715.35714285,3239.3571428571427,120.71428571428571,20.484962406015036,11.0,517.6428571428571,0,3,0,0
0.0,0.0,0.0,0.0,6.0,0.0,12.0,313.0,1005.0,405.0,5.0,7.5,746967.9285714285,0.0,1.0714285714285714,8.428571428571427,11.0,31.1203007518797,0,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,28.0,1886.0,11259.0,11039.0,5.0,7.5,10393736.5,311.35714285714283,215.0,12.988721804511277,11.0,142.07142857142858,0,3,0,0
1.0,0.0,1.0,0.0,6.0,0.0,29.0,841.0,17622.0,47868.0,5.0,7.5,595023724.5714285,314831.71428571426,349.5,292.2857142857143,11.0,1106.142857142857,0,3,0,0
1.0,1.0,0.0,0.0,6.0,0.0,30.0,698.0,5940.0,28329.0,4.0,7.5,571673820.1428572,1138542.2142857143,103.42857142857143,4961.642857142857,11.0,967.8571428571429,0,3,0,0
1.0,1.0,0.0,0.0,9.0,0.0,23.0,3734.0,11310.0,12248.0,4.0,7.5,2649068193.571429,137278.57142857142,29.642857142857142,236.78571428571428,11.0,1950.7857142857142,0,3,0,0
0.0,0.0,1.0,1.0,3.0,0.0,30.0,3195.0,14031.0,43227.0,4.0,7.5,26510432703.142857,13569.0,0.0,91.21804511278195,11.0,371.5,0,3,0,0
0.0,0.0,1.0,1.0,15.0,0.0,30.0,60670.0,12057.0,61089.0,4.0,7.5,2435857408.642857,187659.64285714287,0.0,554.6390977443609,11.0,355.7857142857143,0,3,0,0
0.0,0.0,0.0,0.0,7.0,0.0,30.0,511.0,3234.0,4916.0,4.0,7.5,28039189.0,100.42857142857143,35.357142857142854,21.924812030075184,11.0,94.92857142857143,0,3,0,0
0.0,0.0,0.0,1.0,6.0,0.0,20.0,2051.0,1470.0,600.0,4.0,7.5,75805.78571428571,0.0,0.0,6.424812030075188,11.0,27.68796992481203,0,3,0,0
0.0,0.0,0.0,1.0,13.0,0.0,13.0,621.0,2427.0,2654.0,4.0,7.5,1470580.7142857143,9.642857142857142,0.0,12.135338345864666,11.0,36.703007518796994,0,3,0,0
1.0,1.0,0.0,0.0,1.0,0.0,25.0,8508.0,19038.0,52457.0,4.0,7.5,27638368273.285713,15187566.785714285,1.4285714285714286,8326.42857142857,11.0,4941.214285714285,0,3,0,0
1.0,0.0,0.0,0.0,20.0,0.0,21.0,280.0,2337.0,21829.0,4.0,7.5,11961010.642857144,18874.928571428572,8.142857142857142,37.879699248120296,11.0,66.64285714285714,0,3,0,0
0.0,0.0,0.0,0.0,20.0,0.0,19.0,434.0,1797.0,405.0,4.0,7.5,13835552.57142857,748.5714285714286,670.9285714285714,58.443609022556394,11.0,114.11654135338345,0,3,0,0
1.0,1.0,0.0,0.0,18.0,0.0,30.0,412.0,26667.0,67186.0,4.0,7.5,815707100.8571428,541904.5714285715,8.357142857142858,4256.642857142857,11.0,981.2142857142857,0,3,0,0
0.0,0.0,0.0,1.0,4.0,0.0,24.0,16934.0,3177.0,33490.0,4.0,7.5,273922864.78571427,30173.571428571428,0.0,704.5977443609024,11.0,69.78571428571429,0,3,0,0
0.0,0.0,0.0,0.0,6.0,0.0,17.0,731.0,6375.0,2043.0,5.0,7.5,56166.142857142855,1.2857142857142858,5.5,5.075187969924812,11.0,27.605263157894736,0,3,0,0
0.0,0.0,0.0,1.0,3.0,0.0,24.0,11148.0,6567.0,40146.0,4.0,7.5,1740285503.7857144,551337.0,0.0,1075.1466165413535,11.0,331.42857142857144,0,3,0,0
1.0,0.0,1.0,0.0,0.0,0.0,30.0,5571.0,67323.0,104002.0,4.0,7.5,18635356282.142857,2332514.9285714286,12.428571428571429,3806.7330827067667,11.0,1359.9285714285713,0,3,0,0
0.0,0.0,0.0,1.0,8.0,0.0,30.0,7694.0,8823.0,21322.0,4.0,7.5,354911244.21428573,812.9285714285714,0.0,419.70300751879705,11.0,278.7857142857143,0,3,0,0
0.0,0.0,1.0,1.0,0.0,0.0,8.0,24469.0,1491.0,4253.0,4.0,7.5,57797771.928571425,960.5714285714286,0.0,101.96240601503759,11.0,56.2218045112782,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,10.0,1325.0,2388.0,5670.0,4.0,7.5,5335802.714285715,329.64285714285717,0.0,75.53383458646616,11.0,43.81578947368421,0,3,0,0
0.0,0.0,0.0,0.0,2.0,0.0,5.0,1303.0,1248.0,639.0,5.0,7.5,2495.9285714285716,0.0,0.35714285714285715,2.5676691729323307,11.0,29.2593984962406,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,30.0,4603.0,2649.0,14198.0,4.0,7.5,70720714.71428572,2398.5714285714284,0.0,91.30827067669172,11.0,47.0,0,3,0,0
0.0,0.0,0.0,1.0,20.0,0.0,3.0,10730.0,2115.0,6489.0,4.0,7.5,18014190.5,5.142857142857143,0.0,60.669172932330824,11.0,63.541353383458635,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,5.0,52024.0,1635.0,4383.0,4.0,7.5,63589633.571428575,4620.642857142857,0.0,132.04135338345864,11.0,103.90225563909776,0,3,0,0
0.0,0.0,1.0,1.0,0.0,0.0,8.0,19585.0,1944.0,6736.0,4.0,7.5,61038670.428571425,48.5,0.0,85.9624060150376,11.0,59.44736842105264,0,3,0,0
1.0,1.0,0.0,0.0,6.0,0.0,29.0,489.0,3315.0,47257.0,4.0,7.5,1117448334.2857144,14721388.57142857,61.785714285714285,270.3646616541353,11.0,867.2857142857143,0,3,0,0
1.0,0.0,1.0,0.0,0.0,0.0,27.0,1358.0,12177.0,39301.0,4.0,7.5,964945940.5,55297.857142857145,2.7857142857142856,399.0939849624059,11.0,116.14285714285714,0,3,0,0
0.0,0.0,0.0,0.0,6.0,0.0,6.0,423.0,1179.0,691.0,5.0,7.5,35255.642857142855,1.6428571428571428,86.07142857142857,4.676691729323308,11.0,25.661654135338352,0,3,0,0
0.0,0.0,0.0,0.0,5.0,0.0,3.0,258.0,8238.0,2017.0,4.0,7.5,10736.642857142857,0.0,40.07142857142857,2.721804511278196,11.0,36.28947368421053,0,3,0,0
0.0,0.0,0.0,0.0,3.0,0.0,27.0,676.0,1059.0,1601.0,5.0,7.5,46727.07142857143,1.3571428571428572,2.0,3.5601503759398505,11.0,26.736842105263154,0,3,0,0
0.0,0.0,0.0,1.0,20.0,0.0,30.0,698.0,1185.0,1562.0,4.0,7.5,12547572.92857143,13.0,0.0,56.43984962406015,11.0,75.03759398496241,0,3,0,0
0.0,0.0,0.0,1.0,9.0,0.0,13.0,8640.0,3927.0,5241.0,4.0,7.5,30617380.64285714,92.35714285714286,0.2857142857142857,96.34962406015038,11.0,49.81203007518797,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,11.0,10532.0,1872.0,3096.0,4.0,7.5,9482810.42857143,19.571428571428573,0.0,85.89849624060149,11.0,53.616541353383454,0,3,0,0
0.0,0.0,0.0,1.0,1.0,0.0,17.0,5780.0,7920.0,68187.0,4.0,7.5,269888159.5,105.21428571428571,0.0,510.5112781954887,11.0,75.32706766917293,0,3,0,0
0.0,0.0,0.0,0.0,8.0,0.0,7.0,1875.0,5733.0,2589.0,5.0,7.5,1418465.7142857143,6.214285714285714,1484.857142857143,7.225563909774436,11.0,67.18045112781955,0,3,0,0
1.0,1.0,0.0,0.0,0.0,0.0,26.0,11005.0,45429.0,91015.0,4.0,7.5,11874394376.714285,4187754.785714286,0.14285714285714285,9047.42857142857,11.0,4337.0,0,3,0,0
0.0,0.0,1.0,1.0,8.0,0.0,29.0,7232.0,213267.0,187501.0,4.0,7.5,20594737815.642857,3333191.4285714286,0.0,2228.9285714285716,11.0,2319.285714285714,0,3,0,0
0.0,0.0,1.0,1.0,4.0,0.0,30.0,2117.0,4722.0,43500.0,4.0,7.5,1575147532.4285715,127372.28571428571,19.928571428571427,962.7706766917292,11.0,129.5,0,3,0,0
0.0,0.0,0.0,1.0,3.0,0.0,23.0,1589.0,2448.0,8660.0,4.0,7.5,106260345.85714285,350.7857142857143,6.5,40.07142857142857,11.0,288.2142857142857,0,3,0,0
1.0,1.0,0.0,0.0,0.0,0.0,30.0,2524.0,11901.0,97476.0,4.0,7.5,8535548226.571428,2199412.0,22.214285714285715,28.0,11.0,960.7857142857143,0,3,0,0
0.0,0.0,1.0,0.0,0.0,0.0,30.0,4570.0,8340.0,53250.0,4.0,7.5,2794889275.0,462881.9285714286,16.428571428571427,2635.853383458646,11.0,637.0714285714286,0,3,0,0
0.0,0.0,0.0,1.0,4.0,0.0,10.0,44555.0,1290.0,3265.0,4.0,7.5,14556021.0,61.0,0.0,52.76315789473684,11.0,55.22932330827068,0,3,0,0
0.0,0.0,0.0,1.0,13.0,0.0,6.0,1435.0,1221.0,2394.0,4.0,7.5,329650.5,4.142857142857143,0.0,7.327067669172933,11.0,67.2218045112782,0,3,0,0
0.0,0.0,1.0,1.0,9.0,0.0,29.0,6352.0,7596.0,18683.0,4.0,7.5,1876964037.4285715,73943.78571428571,0.0,3320.0338345864657,11.0,487.7857142857143,0,3,0,0
0.0,0.0,0.0,0.0,20.0,0.0,11.0,269.0,1056.0,405.0,5.0,7.5,3829.214285714286,0.14285714285714285,525.4285714285714,3.9511278195488706,11.0,34.097744360902254,0,3,0,0
1.0,1.0,0.0,0.0,5.0,0.0,30.0,654.0,853290.0,1316668.0,4.0,7.5,244238317520.92856,49836670.85714286,16.071428571428573,1214860.5714285714,12.428571428571429,34325.357142857145,0,3,0,1
0.0,0.0,0.0,1.0,13.0,0.0,24.0,2997.0,2268.0,3330.0,4.0,7.5,2018972.7142857143,100.35714285714286,0.0,13.939849624060148,11.0,40.21804511278195,0,3,0,0
0.0,0.0,1.0,1.0,8.0,0.0,29.0,764.0,8004.0,31111.0,4.0,7.5,320179083.14285713,27101.785714285714,0.0,397.40225563909775,11.0,199.42857142857142,0,3,0,0
0.0,0.0,0.0,1.0,4.0,0.0,8.0,1391.0,999.0,2446.0,4.0,7.5,2178652.5714285714,31.571428571428573,0.0,10.236842105263156,11.0,47.785714285714285,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,30.0,13656.0,12261.0,5917.0,4.0,7.5,1136354164.642857,147.28571428571428,24.571428571428573,615.3721804511277,11.0,611.9285714285714,0,3,0,0
1.0,1.0,0.0,0.0,6.0,0.0,30.0,632.0,16365.0,5371.0,4.0,7.5,58055903.571428575,2266.785714285714,3.4285714285714284,583.0,11.0,822.5,0,3,0,0
0.0,0.0,0.0,0.0,3.0,0.0,14.0,3547.0,2880.0,1913.0,5.0,7.5,30652753.35714286,1.0714285714285714,88.64285714285714,110.09398496240601,11.0,120.07142857142857,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,30.0,10576.0,1317.0,1484.0,4.0,7.5,2745395.9285714286,1.5714285714285714,0.0,14.578947368421053,11.0,55.932330827067666,0,3,0,0
0.0,0.0,1.0,1.0,9.0,0.0,30.0,1314.0,4803.0,9037.0,4.0,7.5,53672487.428571425,3316.214285714286,0.0,124.36090225563908,11.0,111.42857142857143,0,3,0,0
1.0,0.0,0.0,0.0,1.0,0.0,30.0,5648.0,67902.0,165661.0,4.0,7.5,137558340139.42856,9796352.285714285,2.642857142857143,79804.07142857143,11.0,13551.07142857143,0,3,0,1
0.0,0.0,0.0,1.0,20.0,0.0,29.0,4658.0,1752.0,5072.0,4.0,7.5,1936593.2857142857,6.642857142857143,0.2857142857142857,32.43984962406015,11.0,29.590225563909772,0,3,0,0
1.0,1.0,0.0,0.0,9.0,0.0,30.0,2139.0,36528.0,7113.0,4.0,7.5,1142657041.5,3857.285714285714,4.857142857142857,5208.5,11.0,2020.7142857142858,0,3,0,0
1.0,1.0,0.0,0.0,15.0,0.0,18.0,852.0,1578.0,665.0,4.0,7.5,1093502.4285714286,3.357142857142857,4.071428571428571,3.962406015037594,11.0,46.50375939849624,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,25.0,37977.0,6300.0,28901.0,4.0,7.5,2100810409.9285715,2696071.714285714,0.0,1780.906015037594,11.0,191.57142857142858,0,3,0,0
0.0,0.0,1.0,1.0,9.0,0.0,17.0,3822.0,3504.0,27978.0,4.0,7.5,181849702.2857143,389894.0,0.0,87.10902255639098,11.0,60.23308270676692,0,3,0,0
1.0,1.0,0.0,0.0,9.0,0.0,30.0,654.0,20523.0,2459.0,4.0,7.5,48470312.5,15.071428571428571,4.071428571428571,472.5,11.0,647.2857142857143,0,3,0,0
0.0,0.0,1.0,1.0,2.0,0.0,30.0,2326.0,9780.0,49714.0,4.0,7.5,5184880651.0,355778.21428571426,0.0,2921.8909774436092,11.0,377.7857142857143,0,3,0,0
0.0,1.0,0.0,1.0,5.0,0.0,28.0,907.0,82005.0,156119.0,5.0,7.5,817828819762.8572,12016702.57142857,38.42857142857143,689.2857142857143,11.0,11719.57142857143,4,3,0,5
0.0,0.0,1.0,1.0,0.0,0.0,30.0,27274.0,172275.0,897223.0,4.0,7.5,490804642857.1429,565723572.1428572,45.57142857142857,466977.64285714284,11.0,13361.714285714286,4,3,0,2
1.0,1.0,0.0,0.0,20.0,0.0,30.0,434.0,1746.0,457.0,4.0,7.5,135353.42857142858,0.14285714285714285,13.928571428571429,8.086466165413535,11.0,31.657894736842106,0,3,0,0
1.0,0.0,0.0,0.0,12.0,0.0,29.0,731.0,5037.0,22479.0,4.0,7.5,10746020.142857144,128.5,42.92857142857143,49.65037593984962,11.0,57.62781954887218,0,3,0,0
0.0,0.0,1.0,1.0,12.0,0.0,23.0,1028.0,1113.0,13821.0,4.0,7.5,6713124.0,13014.214285714286,0.0,93.01127819548871,11.0,51.796992481203006,0,3,0,0
1.0,0.0,0.0,0.0,8.0,0.0,30.0,852.0,18909.0,35622.0,4.0,7.5,2423148452.571429,260009.5,1757.0714285714287,199.18796992481202,11.0,581.2857142857143,0,3,0,0
0.0,0.0,0.0,0.0,6.0,0.0,27.0,390.0,1623.0,2576.0,4.0,7.5,12633191.57142857,72.28571428571429,41.5,19.345864661654137,11.0,93.35714285714286,0,3,0,0
0.0,0.0,1.0,0.0,20.0,0.0,19.0,1171.0,11220.0,7737.0,4.0,7.5,651773044.1428572,1451.857142857143,86.57142857142857,1131.875939849624,11.0,540.4285714285714,0,3,0,0
0.0,0.0,0.0,1.0,3.0,0.0,30.0,2051.0,24357.0,95695.0,5.0,7.5,27320144841.714287,24013658.35714286,19.142857142857142,1406.7142857142858,11.0,3314.785714285714,0,3,0,0
1.0,0.0,0.0,0.0,15.0,0.0,25.0,1237.0,10929.0,67979.0,4.0,7.5,1140626700.0714285,255811.14285714287,565.0714285714286,810.5338345864662,11.0,492.5,0,3,0,0
0.0,1.0,0.0,1.0,9.0,0.0,26.0,1006.0,14655.0,15043.0,5.0,7.5,2960874230.785714,29685.714285714286,77.5,1465.0639097744363,11.0,572.6428571428571,0,3,0,0
0.0,0.0,1.0,1.0,4.0,0.0,29.0,6308.0,6021.0,57527.0,4.0,7.5,1280995587.2857144,128573.85714285714,0.0,1989.9774436090224,11.0,285.85714285714283,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,27.0,32356.0,45441.0,119901.0,4.0,7.5,11557882644.5,1653100.9285714286,0.0,3101.0375939849623,11.0,1106.142857142857,0,3,0,0
0.0,0.0,1.0,0.0,0.0,0.0,30.0,753.0,7497.0,42226.0,4.0,7.5,2771865434.857143,766294.6428571428,10.714285714285714,7981.571428571428,11.0,1203.5714285714287,0,3,0,0
1.0,0.0,0.0,0.0,0.0,0.0,30.0,4944.0,5541.0,61570.0,4.0,7.5,5051897933.0,1291829.7857142857,2.7857142857142856,1147.556390977444,11.0,702.2857142857143,0,3,0,0
1.0,0.0,0.0,0.0,16.0,0.0,30.0,2106.0,121038.0,566204.0,4.0,7.5,706735214285.7142,4548588366.0,2.5714285714285716,289.92857142857144,11.0,10002.0,4,3,0,3
1.0,0.0,1.0,0.0,0.0,0.0,30.0,1259.0,2604.0,16733.0,4.0,7.5,132468841.57142857,28444.285714285714,4.428571428571429,97.09398496240603,11.0,162.5,0,3,0,0
0.0,0.0,0.0,0.0,3.0,0.0,13.0,357.0,1137.0,613.0,5.0,7.5,146597.42857142858,0.8571428571428571,5.571428571428571,8.657894736842106,11.0,27.315789473684212,0,3,0,0
1.0,1.0,0.0,0.0,7.0,0.0,26.0,995.0,18510.0,6359.0,4.0,7.5,412889722.64285713,9067.857142857143,10.928571428571429,122.87218045112782,11.0,484.64285714285717,0,3,0,0
0.0,0.0,0.0,1.0,15.0,0.0,15.0,522.0,2052.0,14562.0,4.0,7.5,16726972.57142857,1999.5714285714287,0.0,37.01127819548872,11.0,43.857142857142854,0,3,0,0
1.0,0.0,1.0,0.0,8.0,0.0,26.0,1006.0,14724.0,54485.0,4.0,7.5,4625522747.357142,176345.7142857143,0.0,4210.699248120301,11.0,926.2142857142857,0,3,0,0
0.0,0.0,0.0,1.0,6.0,0.0,26.0,973.0,11574.0,31475.0,4.0,7.5,2178328216.857143,65938.42857142857,0.2857142857142857,2007.8984962406014,11.0,205.71428571428572,0,3,0,0
0.0,0.0,0.0,0.0,4.0,0.0,30.0,1743.0,4083.0,13951.0,4.0,7.5,47430796.35714286,354.07142857142856,132.14285714285714,25.165413533834588,11.0,132.93233082706766,0,3,0,0
1.0,1.0,0.0,0.0,18.0,0.0,29.0,302.0,4173.0,6645.0,4.0,7.5,1211476.5714285714,0.21428571428571427,18.071428571428573,378.98872180451133,11.0,114.57142857142857,0,3,0,0
1.0,0.0,1.0,0.0,0.0,0.0,30.0,1963.0,9684.0,77495.0,4.0,7.5,2762789454.285714,519016.4285714286,12.857142857142858,719.312030075188,11.0,483.85714285714283,0,3,0,0
0.0,0.0,0.0,0.0,8.0,0.0,22.0,2832.0,1545.0,405.0,4.0,7.5,1319429.2857142857,9.714285714285714,35.214285714285715,9.785714285714286,11.0,44.80827067669173,0,3,0,0
0.0,0.0,0.0,1.0,1.0,0.0,27.0,3602.0,1041.0,1211.0,5.0,7.5,2308857.5714285714,5.785714285714286,0.0,44.4172932330827,11.0,33.642857142857146,0,3,0,0
0.0,0.0,1.0,0.0,0.0,0.0,30.0,654.0,8706.0,22154.0,4.0,7.5,62155332.0,7305.571428571428,28.142857142857142,95.13533834586467,11.0,113.78571428571429,0,3,0,0
0.0,0.0,0.0,0.0,3.0,0.0,15.0,533.0,1878.0,1965.0,5.0,7.5,1048686.9285714286,1.5,40.642857142857146,2.1240601503759398,11.0,105.92857142857143,0,3,0,0
0.0,0.0,0.0,1.0,8.0,0.0,2.0,1853.0,1194.0,483.0,5.0,7.5,51722.92857142857,0.0,0.0,5.319548872180451,11.0,27.68796992481203,0,3,0,0
0.0,0.0,1.0,1.0,8.0,0.0,20.0,1391.0,6006.0,405.0,4.0,7.5,1029373756.7857143,3399.785714285714,5.857142857142857,1941.270676691729,11.0,522.3571428571429,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,26.0,852.0,1227.0,405.0,5.0,7.5,3538200.0714285714,0.07142857142857142,0.0,23.030075187969917,11.0,60.85338345864661,0,3,0,0
0.0,0.0,0.0,1.0,20.0,0.0,4.0,1116.0,1083.0,457.0,5.0,7.5,15714.214285714286,0.0,0.0,3.8120300751879697,11.0,28.680451127819556,0,3,0,0
0.0,0.0,0.0,0.0,1.0,0.0,26.0,7749.0,2925.0,6918.0,5.0,7.5,119808479.07142857,310.5,6.071428571428571,108.67293233082708,11.0,314.14285714285717,0,3,0,0
1.0,0.0,0.0,0.0,6.0,0.0,26.0,2018.0,2316.0,24260.0,5.0,7.5,189957863.14285713,114360.07142857143,598.6428571428571,213.04511278195486,11.0,351.85714285714283,0,3,0,0
1.0,0.0,0.0,0.0,0.0,0.0,27.0,995.0,4131.0,30890.0,4.0,7.5,891764256.7142857,24039.214285714286,16.5,1514.018796992481,11.0,74.5,0,3,0,0
0.0,0.0,0.0,1.0,13.0,0.0,20.0,11214.0,1320.0,3096.0,4.0,7.5,1982890.2857142857,13.785714285714286,0.0,11.984962406015034,11.0,48.40601503759399,0,3,0,0
0.0,0.0,0.0,1.0,2.0,0.0,26.0,3151.0,3489.0,28381.0,4.0,7.5,476842196.5714286,42235.642857142855,0.0,322.07518796992474,11.0,180.57142857142858,0,3,0,0
0.0,0.0,0.0,1.0,0.0,0.0,3.0,25976.0,1008.0,3031.0,4.0,7.5,15194782.285714285,51.642857142857146,0.0,73.69172932330828,11.0,72.96992481203007,0,3,0,0
0.0,0.0,0.0,0.0,7.0,0.0,10.0,500.0,1710.0,600.0,4.0,7.5,3580912.8571428573,5.285714285714286,91.85714285714286,21.789473684210527,11.0,46.54511278195489,0,3,0,0
0.0,0.0,1.0,0.0,4.0,0.0,30.0,2634.0,2154.0,10415.0,4.0,7.5,128342800.5,5376.642857142857,1908.0,150.42857142857142,11.0,138.14285714285714,0,3,0,0
0.0,0.0,1.0,0.0,0.0,0.0,30.0,863.0,4797.0,16850.0,4.0,7.5,1011769502.9285715,151331.64285714287,174.71428571428572,177.6578947368421,11.0,240.28571428571428,0,3,0,0
0.0,0.0,0.0,1.0,9.0,0.0,20.0,18023.0,2058.0,4162.0,4.0,7.5,179698940.64285713,51.642857142857146,0.0,567.6691729323308,11.0,48.57142857142857,0,3,0,0
1.0,0.0,0.0,0.0,4.0,0.0,30.0,720.0,113274.0,94265.0,4.0,7.5,7174982693.428572,422871.0714285714,8.642857142857142,6878.357142857143,11.0,895.5714285714286,0,3,0,0
0.0,0.0,0.0,0.0,17.0,0.0,30.0,1083.0,29808.0,38547.0,4.0,7.5,216483343296.92856,5923903.571428572,44.0,437.5,11.0,2134.6428571428573,0,3,0,1
0.0,0.0,1.0,0.0,1.0,0.0,30.0,489.0,3108.0,25950.0,4.0,7.5,1324298984.0,53922.57142857143,0.07142857142857142,1425.3872180451126,11.0,285.85714285714283,0,3,0,0
