manage_shop_indicator,officialstore_indicator,preferred_shop_indicator,crossborder_indicator,shop_category,new_seller_flag,seller_centre_login_L30D,shop_sku_number,shop_follower_number,shop_L180D_order,weighted_shop_rating,kmeans.labels,agglomerative.average.labels,agglomerative.complete.labels,agglomerative.single.labels,agglomerative.ward.labels,meanshift.labels
0.0,0.0,0.0,1.0,3.0,0.0,29.0,3580.0,1212.0,405.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,6.0,0.0,30.0,3712.0,5040.0,405.0,4.0,0,0,1,1,1,0
1.0,0.0,0.0,0.0,0.0,0.0,30.0,2788.0,2406.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,14.0,0.0,30.0,6297.0,2691.0,405.0,4.0,0,2,4,1,1,0
0.0,0.0,0.0,1.0,7.0,0.0,29.0,8222.0,1125.0,405.0,4.0,0,4,4,1,1,0
1.0,0.0,0.0,0.0,20.0,0.0,30.0,456.0,6183.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,26.0,5835.0,4242.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,1.0,1.0,20.0,0.0,30.0,1710.0,3642.0,405.0,4.0,0,0,1,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,23.0,1567.0,1569.0,405.0,4.0,0,2,1,1,1,0
1.0,1.0,0.0,0.0,9.0,0.0,27.0,2205.0,5157.0,405.0,5.0,0,0,1,1,1,0
0.0,0.0,1.0,1.0,9.0,0.0,30.0,2876.0,14943.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,20.0,0.0,25.0,665.0,1203.0,405.0,4.0,0,0,1,1,1,0
0.0,0.0,0.0,0.0,3.0,0.0,29.0,291.0,1137.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,14.0,0.0,29.0,654.0,1461.0,405.0,5.0,0,0,1,1,1,0
1.0,0.0,1.0,0.0,0.0,0.0,30.0,995.0,5988.0,405.0,4.0,0,0,0,1,1,0
0.0,1.0,0.0,1.0,8.0,0.0,29.0,3217.0,22542.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,8.0,0.0,27.0,7628.0,1341.0,405.0,4.0,0,4,4,1,1,0
1.0,1.0,0.0,0.0,6.0,0.0,29.0,489.0,3447.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,10.0,0.0,28.0,401.0,1023.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,15.0,929.0,978.0,405.0,5.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,8.0,0.0,19.0,5791.0,1032.0,405.0,5.0,0,4,4,1,1,0
0.0,0.0,0.0,0.0,17.0,0.0,26.0,357.0,987.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,5.0,0.0,2.0,4064.0,1770.0,405.0,4.0,0,2,4,1,1,0
0.0,0.0,0.0,1.0,7.0,0.0,30.0,108641.0,1008.0,405.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,27.0,566.0,1440.0,405.0,4.0,0,0,1,1,1,0
0.0,0.0,1.0,0.0,0.0,0.0,30.0,1424.0,3387.0,405.0,4.0,0,0,1,1,1,0
0.0,0.0,0.0,0.0,5.0,0.0,14.0,445.0,2298.0,405.0,4.0,0,0,0,1,1,0
1.0,1.0,0.0,0.0,0.0,0.0,27.0,973.0,1425.0,405.0,5.0,0,0,1,1,1,0
0.0,0.0,0.0,0.0,13.0,0.0,9.0,643.0,1470.0,405.0,5.0,0,0,1,1,1,0
0.0,0.0,1.0,1.0,1.0,0.0,28.0,2678.0,3327.0,405.0,4.0,0,0,1,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,26.0,610.0,1716.0,405.0,4.0,0,0,1,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,29.0,1501.0,1071.0,405.0,5.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,14.0,0.0,30.0,2667.0,2253.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,27.0,951.0,1398.0,405.0,4.0,0,0,1,1,1,0
0.0,0.0,1.0,1.0,15.0,0.0,30.0,1567.0,1386.0,405.0,5.0,0,2,1,1,1,0
0.0,0.0,0.0,0.0,5.0,0.0,27.0,1699.0,1005.0,405.0,5.0,0,2,1,1,1,0
0.0,0.0,1.0,1.0,4.0,0.0,30.0,1897.0,1317.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,0.0,14.0,0.0,2.0,247.0,1023.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,20.0,1.0,2.0,258.0,972.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,1.0,0.0,6.0,0.0,29.0,412.0,2172.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,20.0,0.0,25.0,1028.0,972.0,405.0,5.0,0,2,1,1,1,0
0.0,0.0,0.0,0.0,11.0,0.0,2.0,390.0,996.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,28.0,1688.0,1053.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,1.0,1.0,0.0,0.0,29.0,2634.0,1542.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,8.0,0.0,30.0,7914.0,1311.0,405.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,5.0,0.0,24.0,1061.0,999.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,19.0,412.0,1188.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,30.0,7386.0,1017.0,405.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,27.0,8332.0,1032.0,405.0,5.0,0,4,4,1,1,0
0.0,0.0,0.0,0.0,6.0,1.0,20.0,302.0,1035.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,8.0,0.0,27.0,3844.0,1023.0,405.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,28.0,2051.0,1020.0,405.0,4.0,0,2,4,1,1,0
0.0,0.0,0.0,0.0,9.0,0.0,30.0,731.0,1080.0,405.0,4.0,0,0,1,1,1,0
0.0,0.0,0.0,0.0,4.0,1.0,6.0,324.0,972.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,6.0,0.0,26.0,2172.0,1095.0,405.0,5.0,0,2,4,1,1,0
0.0,0.0,0.0,1.0,9.0,0.0,30.0,11060.0,990.0,405.0,5.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,24.0,1490.0,1038.0,405.0,5.0,0,2,1,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,27.0,1083.0,1311.0,405.0,5.0,0,2,1,1,1,0
0.0,0.0,0.0,0.0,13.0,0.0,30.0,368.0,1617.0,405.0,4.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,13.0,0.0,25.0,11247.0,990.0,405.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,9.0,0.0,30.0,5967.0,1023.0,405.0,5.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,27.0,445.0,981.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,20.0,0.0,22.0,4768.0,990.0,405.0,4.0,0,4,4,1,1,0
0.0,0.0,0.0,0.0,16.0,1.0,22.0,1149.0,1092.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,0.0,0.0,1.0,8.0,258.0,981.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,0.0,8.0,1.0,11.0,324.0,1098.0,405.0,5.0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,13.0,1.0,25.0,1039.0,1005.0,405.0,5.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,4.0,1.0,17.0,1402.0,1005.0,405.0,4.0,0,2,1,1,1,0
0.0,0.0,0.0,1.0,9.0,1.0,19.0,4900.0,978.0,405.0,5.0,0,4,4,1,1,0
0.0,0.0,0.0,1.0,0.0,1.0,11.0,2084.0,972.0,405.0,4.0,0,2,4,1,1,0
0.0,0.0,0.0,1.0,0.0,1.0,8.0,500.0,972.0,405.0,5.0,0,0,1,1,1,0
0.0,0.0,0.0,1.0,0.0,1.0,6.0,2942.0,972.0,405.0,5.0,0,4,4,1,1,0
